id,trail_id,name,trail_length_km,colour,hex_code,administrator,uri,description,copyright
-5291433,,Rudohorská 100,88,ine,#ffc0cb,,https://turistika.oma.sk/-5291433,<h2><a target='_BLANK' href='https://turistika.oma.sk/-5291433'>Rudohorská 100</a></h2>dĺžka 88&nbsp;km  <a target='_BLANK' href='https://turistika.oma.sk/-5291433' title='všetky informácie o trase Rudohorská 100'>viac o trase</a>,"poskytuje https://www.oma.sk (c) prispievatelia Openstreetmap, šírené pod licenciou ODbL ( https://www.openstreetmap.org/copyright ): http://wiki.freemap.sk/Licencia"
-1247153,,Iná turistika,0.205,ine,#ffc0cb,,https://turistika.oma.sk/-1247153,"<h2><a target='_BLANK' href='https://turistika.oma.sk/-1247153'>Iná turistika</a></h2>dĺžka 16&nbsp;km spravuje KST,  <a target='_BLANK' href='https://turistika.oma.sk/-1247153' title='všetky informácie o trase Iná turistika'>viac o trase</a>","poskytuje https://www.oma.sk (c) prispievatelia Openstreetmap, šírené pod licenciou ODbL ( https://www.openstreetmap.org/copyright ): http://wiki.freemap.sk/Licencia"
-2164968,akt,Alföldi Kéktúra (Sátoraljaújhely – Dévaványa – Szekszárd),35,ine,#ffc0cb,MTSZ,https://turistika.oma.sk/-2164968,"<h2><a target='_BLANK' href='https://turistika.oma.sk/-2164968'>Alföldi Kéktúra (Sátoraljaújhely – Dévaványa – Szekszárd)</a></h2>dĺžka 35&nbsp;km spravuje MTSZ, číslo trasy akt,  <a target='_BLANK' href='https://turistika.oma.sk/akt' title='všetky informácie o trase Alföldi Kéktúra (Sátoraljaújhely – Dévaványa – Szekszárd)'>viac o trase</a>","poskytuje https://www.oma.sk (c) prispievatelia Openstreetmap, šírené pod licenciou ODbL ( https://www.openstreetmap.org/copyright ): http://wiki.freemap.sk/Licencia"
-5420205,e3-hu,"Medzinárodná diaľková turistická trasa E3, Maďarsko",35,ine,#ffc0cb,European Ramblers Association,https://turistika.oma.sk/e3-hu,"<h2><a target='_BLANK' href='https://turistika.oma.sk/e3-hu'>Medzinárodná diaľková turistická trasa E3, Maďarsko</a></h2>dĺžka 35&nbsp;km spravuje European Ramblers Association, číslo trasy e3-hu, názvy: Europäischer Fernwanderweg E3,  Ungarn, European long distance path E3 - part Hungary, Europejski długodystansowy szlak pieszy E3 - część Węgry, E3, E3 európai hosszútávú turistaút (Mo.-i szakasz) <a target='_BLANK' href='https://turistika.oma.sk/e3-hu' title='všetky informácie o trase Medzinárodná diaľková turistická trasa E3, Maďarsko'>viac o trase</a>","poskytuje https://www.oma.sk (c) prispievatelia Openstreetmap, šírené pod licenciou ODbL ( https://www.openstreetmap.org/copyright ): http://wiki.freemap.sk/Licencia"
-4734248,eb,Medzinárodná horská turistická pesia trasa Eisenach–Budapešt (Slovensko východ),260,ine,#ffc0cb,,https://turistika.oma.sk/-4734248,"<h2><a target='_BLANK' href='https://turistika.oma.sk/-4734248'>Medzinárodná horská turistická pesia trasa Eisenach–Budapešt (Slovensko východ)</a></h2>dĺžka 260&nbsp;km číslo trasy eb, <a  href='https://sk.wikipedia.org/wiki/de:Internationaler Bergwanderweg der Freundschaft Eisenach–Budapest' target='_BLANK' rel='nofollow'>wikipédia</a>, názvy: Mezinárodní horská turistická trasa Eisenach–Budapešt (Slovensko východ), Internationaler Bergwanderweg Eisenach–Budapest (Slowakei Ost), International friendship trail Eisenach–Budapest (Slovakia east), Barátság nevű nemzetközi turista út Eisenach–Budapest (Szlovákia kelet), Międzynarodowy Górski Szlak Przyjaźni Eisenach–Budapeszt (Słowacja wschód) <a target='_BLANK' href='https://turistika.oma.sk/-4734248' title='všetky informácie o trase Medzinárodná horská turistická pesia trasa Eisenach–Budapešt (Slovensko východ)'>viac o trase</a>","poskytuje https://www.oma.sk (c) prispievatelia Openstreetmap, šírené pod licenciou ODbL ( https://www.openstreetmap.org/copyright ): http://wiki.freemap.sk/Licencia"
-3020505,okt,"K, OKT",530,ine,#ffc0cb,MTSZ,https://turistika.oma.sk/-3020505,"<h2><a target='_BLANK' href='https://turistika.oma.sk/-3020505'>K, OKT</a></h2>dĺžka 530&nbsp;km spravuje MTSZ, číslo trasy okt, názvy: Írott-kő - Budapest - Hollóháza, OKT <a target='_BLANK' href='https://turistika.oma.sk/okt' title='všetky informácie o trase K, OKT'>viac o trase</a>","poskytuje https://www.oma.sk (c) prispievatelia Openstreetmap, šírené pod licenciou ODbL ( https://www.openstreetmap.org/copyright ): http://wiki.freemap.sk/Licencia"
-4801054,eb,Barátság nemzetközi turistaút (Eisenach – Budapest – Boldogkőváralja – oh.),59,ine,#ffc0cb,,https://turistika.oma.sk/-4801054,"<h2><a target='_BLANK' href='https://turistika.oma.sk/-4801054'>Barátság nemzetközi turistaút (Eisenach – Budapest – Boldogkőváralja – oh.)</a></h2>dĺžka 59&nbsp;km číslo trasy eb, <a  href='https://sk.wikipedia.org/wiki/de:Internationaler Bergwanderweg der Freundschaft Eisenach–Budapest' target='_BLANK' rel='nofollow'>wikipédia</a>, názvy: Internationaler Bergwanderweg Eisenach–Budapest (Ungarn: Boldogkőváralja–Országhatár), International friendship trail Eisenach–Budapest (Hungary: Boldogkőváralja–Országhatár) <a target='_BLANK' href='https://turistika.oma.sk/-4801054' title='všetky informácie o trase Barátság nemzetközi turistaút (Eisenach – Budapest – Boldogkőváralja – oh.)'>viac o trase</a>","poskytuje https://www.oma.sk (c) prispievatelia Openstreetmap, šírené pod licenciou ODbL ( https://www.openstreetmap.org/copyright ): http://wiki.freemap.sk/Licencia"
-192031,e8,"Medzinárodná diaľková turistická trasa E8, Slovensko",753,ine,#ffc0cb,European Ramblers Association,https://turistika.oma.sk/e8,"<h2><a target='_BLANK' href='https://turistika.oma.sk/e8'>Medzinárodná diaľková turistická trasa E8, Slovensko</a></h2>dĺžka 753&nbsp;km spravuje European Ramblers Association, číslo trasy e8, <a class='url' href='http://www.era-ewv-ferp.com/index.php?topmenu_id=29&id=29&page_id=112&module=text' target='_BLANK' rel='nofollow'>webstránka</a>, <a  href='https://sk.wikipedia.org/wiki/en:European walking route E8' target='_BLANK' rel='nofollow'>wikipédia</a>, názvy: Europäischer Fernwanderweg E8,  Slowakei, European long distance path E8 - part Slovakia, Europejski długodystansowy szlak pieszy E8 - część Słowacja <a target='_BLANK' href='https://turistika.oma.sk/-192031' title='všetky informácie o trase Medzinárodná diaľková turistická trasa E8, Slovensko'>viac o trase</a>","poskytuje https://www.oma.sk (c) prispievatelia Openstreetmap, šírené pod licenciou ODbL ( https://www.openstreetmap.org/copyright ): http://wiki.freemap.sk/Licencia"
-9388764,,"K, AKT (Sátoraljaújhely, vá. – Cigánd, Tisza híd)",35,ine,#ffc0cb,Borsod-Abaúj-Zemplén Megyei Természetjáró Szövetség,https://turistika.oma.sk/-9388764,"<h2><a target='_BLANK' href='https://turistika.oma.sk/-9388764'>K, AKT (Sátoraljaújhely, vá. – Cigánd, Tisza híd)</a></h2>dĺžka 35&nbsp;km spravuje Borsod-Abaúj-Zemplén Megyei Természetjáró Szövetség,  <a target='_BLANK' href='https://turistika.oma.sk/-9388764' title='všetky informácie o trase K, AKT (Sátoraljaújhely, vá. – Cigánd, Tisza híd)'>viac o trase</a>","poskytuje https://www.oma.sk (c) prispievatelia Openstreetmap, šírené pod licenciou ODbL ( https://www.openstreetmap.org/copyright ): http://wiki.freemap.sk/Licencia"
-1474059,2852,Vyšná Myšľa - Veľká Márovka,9.3,blue,#0000FF,KST,https://turistika.oma.sk/2852,"<h2><a target='_BLANK' href='https://turistika.oma.sk/2852'>Vyšná Myšľa - Veľká Márovka</a></h2>dĺžka 9,3&nbsp;km <img src='https://data.oma.sk/img/turistika-major-blue.png' alt='marker symbol turistika major blue' width='30' height='30' />, spravuje KST, číslo trasy 2852,  <a target='_BLANK' href='https://turistika.oma.sk/2852' title='všetky informácie o trase Vyšná Myšľa - Veľká Márovka'>viac o trase</a>","poskytuje https://www.oma.sk (c) prispievatelia Openstreetmap, šírené pod licenciou ODbL ( https://www.openstreetmap.org/copyright ): http://wiki.freemap.sk/Licencia"
-2552979,,Dreviny,1.26,ine,#ffc0cb,KST,https://turistika.oma.sk/-2552979,"<h2><a target='_BLANK' href='https://turistika.oma.sk/-2552979'>Dreviny</a></h2>dĺžka 1,26&nbsp;km spravuje KST,  <a target='_BLANK' href='https://turistika.oma.sk/-2552979' title='všetky informácie o trase Dreviny'>viac o trase</a>","poskytuje https://www.oma.sk (c) prispievatelia Openstreetmap, šírené pod licenciou ODbL ( https://www.openstreetmap.org/copyright ): http://wiki.freemap.sk/Licencia"
-11623288,,Lemešanská špacírka,6.1,blue,#0000FF,Záhrada pohybu,https://turistika.oma.sk/-11623288,"<h2><a target='_BLANK' href='https://turistika.oma.sk/-11623288'>Lemešanská špacírka</a></h2>dĺžka 6,1&nbsp;km spravuje Záhrada pohybu,  <a target='_BLANK' href='https://turistika.oma.sk/-11623288' title='všetky informácie o trase Lemešanská špacírka'>viac o trase</a>","poskytuje https://www.oma.sk (c) prispievatelia Openstreetmap, šírené pod licenciou ODbL ( https://www.openstreetmap.org/copyright ): http://wiki.freemap.sk/Licencia"
-1469409,2821b,"Ružín, zastávka - Košická Belá",13.9,blue,#0000FF,KST,https://turistika.oma.sk/2821b,"<h2><a target='_BLANK' href='https://turistika.oma.sk/2821b'>Ružín, zastávka - Košická Belá</a></h2>dĺžka 13,9&nbsp;km <img src='https://data.oma.sk/img/turistika-major-blue.png' alt='marker symbol turistika major blue' width='30' height='30' />, spravuje KST, číslo trasy 2821b,  <a target='_BLANK' href='https://turistika.oma.sk/2821b' title='všetky informácie o trase Ružín, zastávka - Košická Belá'>viac o trase</a>","poskytuje https://www.oma.sk (c) prispievatelia Openstreetmap, šírené pod licenciou ODbL ( https://www.openstreetmap.org/copyright ): http://wiki.freemap.sk/Licencia"
-5716181,,"PT, Ősrög tanösvény",6.3,ine,#ffc0cb,,https://turistika.oma.sk/-5716181,"<h2><a target='_BLANK' href='https://turistika.oma.sk/-5716181'>PT, Ősrög tanösvény</a></h2>dĺžka 6,3&nbsp;km  <a target='_BLANK' href='https://turistika.oma.sk/-5716181' title='všetky informácie o trase PT, Ősrög tanösvény'>viac o trase</a>","poskytuje https://www.oma.sk (c) prispievatelia Openstreetmap, šírené pod licenciou ODbL ( https://www.openstreetmap.org/copyright ): http://wiki.freemap.sk/Licencia"
-1400283,,Náučný chodník Ku Kráľovej studni,7,ine,#ffc0cb,OZ Dedinka,https://turistika.oma.sk/-1400283,"<h2><a target='_BLANK' href='https://turistika.oma.sk/-1400283'>Náučný chodník Ku Kráľovej studni</a></h2>dĺžka 7,0&nbsp;km spravuje OZ Dedinka, Kostoľany nad Hornádom,  <a target='_BLANK' href='https://turistika.oma.sk/-1400283' title='všetky informácie o trase Náučný chodník Ku Kráľovej studni'>viac o trase</a>","poskytuje https://www.oma.sk (c) prispievatelia Openstreetmap, šírené pod licenciou ODbL ( https://www.openstreetmap.org/copyright ): http://wiki.freemap.sk/Licencia"
-11623285,,Lemešanská špacírka,6.1,ine,#ffc0cb,Záhrada pohybu,https://turistika.oma.sk/-11623285,"<h2><a target='_BLANK' href='https://turistika.oma.sk/-11623285'>Lemešanská špacírka</a></h2>dĺžka 6,1&nbsp;km spravuje Záhrada pohybu,  <a target='_BLANK' href='https://turistika.oma.sk/-11623285' title='všetky informácie o trase Lemešanská špacírka'>viac o trase</a>","poskytuje https://www.oma.sk (c) prispievatelia Openstreetmap, šírené pod licenciou ODbL ( https://www.openstreetmap.org/copyright ): http://wiki.freemap.sk/Licencia"
-2879562,,K■ (Senyánszki-rét – Pusztafalu – oh.),3.8,ine,#ffc0cb,Borsod-Abaúj-Zemplén Megyei Természetjáró Szövetség,https://turistika.oma.sk/-2879562,"<h2><a target='_BLANK' href='https://turistika.oma.sk/-2879562'>K■ (Senyánszki-rét – Pusztafalu – oh.)</a></h2>dĺžka 3,8&nbsp;km spravuje Borsod-Abaúj-Zemplén Megyei Természetjáró Szövetség,  <a target='_BLANK' href='https://turistika.oma.sk/-2879562' title='všetky informácie o trase K■ (Senyánszki-rét – Pusztafalu – oh.)'>viac o trase</a>","poskytuje https://www.oma.sk (c) prispievatelia Openstreetmap, šírené pod licenciou ODbL ( https://www.openstreetmap.org/copyright ): http://wiki.freemap.sk/Licencia"
-5343190,,Náučný chodník Mestskej časti Košice - Sídlisko KVP,3.1,ine,#ffc0cb,Miestny úrad KVP,https://turistika.oma.sk/-5343190,"<h2><a target='_BLANK' href='https://turistika.oma.sk/-5343190'>Náučný chodník Mestskej časti Košice - Sídlisko KVP</a></h2>dĺžka 3,1&nbsp;km spravuje Miestny úrad KVP, <a class='url' href='http://www.mckvp.sk/mckvp/30-vyrocie/445/' target='_BLANK' rel='nofollow'>webstránka</a>,  <a target='_BLANK' href='https://turistika.oma.sk/-5343190' title='všetky informácie o trase Náučný chodník Mestskej časti Košice - Sídlisko KVP'>viac o trase</a>","poskytuje https://www.oma.sk (c) prispievatelia Openstreetmap, šírené pod licenciou ODbL ( https://www.openstreetmap.org/copyright ): http://wiki.freemap.sk/Licencia"
-2877612,,K+ (Kishuta – Pálháza – Füzérradvány – Füzérkajata – Füzér – Országhatár - OKT),27,ine,#ffc0cb,Borsod-Abaúj-Zemplén Megyei Természetjáró Szövetség,https://turistika.oma.sk/-2877612,"<h2><a target='_BLANK' href='https://turistika.oma.sk/-2877612'>K+ (Kishuta – Pálháza – Füzérradvány – Füzérkajata – Füzér – Országhatár - OKT)</a></h2>dĺžka 27&nbsp;km spravuje Borsod-Abaúj-Zemplén Megyei Természetjáró Szövetség,  <a target='_BLANK' href='https://turistika.oma.sk/-2877612' title='všetky informácie o trase K+ (Kishuta – Pálháza – Füzérradvány – Füzérkajata – Füzér – Országhatár - OKT)'>viac o trase</a>","poskytuje https://www.oma.sk (c) prispievatelia Openstreetmap, šírené pod licenciou ODbL ( https://www.openstreetmap.org/copyright ): http://wiki.freemap.sk/Licencia"
-9428521,,NCH mestských lesov Košice,3.5,green,#00FF00,,https://turistika.oma.sk/-9428521,"<h2><a target='_BLANK' href='https://turistika.oma.sk/-9428521'>NCH mestských lesov Košice</a></h2>dĺžka 3,5&nbsp;km <img src='https://data.oma.sk/img/turistika-education-green.png' alt='marker symbol turistika education green' width='30' height='30' />,  <a target='_BLANK' href='https://turistika.oma.sk/-9428521' title='všetky informácie o trase NCH mestských lesov Košice'>viac o trase</a>","poskytuje https://www.oma.sk (c) prispievatelia Openstreetmap, šírené pod licenciou ODbL ( https://www.openstreetmap.org/copyright ): http://wiki.freemap.sk/Licencia"
-1261618,,Chodník zvedavých myšiek,1.52,ine,#ffc0cb,,https://turistika.oma.sk/-1261618,"<h2><a target='_BLANK' href='https://turistika.oma.sk/-1261618'>Chodník zvedavých myšiek</a></h2>dĺžka 1,52&nbsp;km  <a target='_BLANK' href='https://turistika.oma.sk/-1261618' title='všetky informácie o trase Chodník zvedavých myšiek'>viac o trase</a>","poskytuje https://www.oma.sk (c) prispievatelia Openstreetmap, šírené pod licenciou ODbL ( https://www.openstreetmap.org/copyright ): http://wiki.freemap.sk/Licencia"
-3735255,,žltá turistika,5.8,yellow,#FFFF00,,https://turistika.oma.sk/-3735255,"<h2><a target='_BLANK' href='https://turistika.oma.sk/-3735255'>žltá turistika</a></h2>dĺžka 1,51&nbsp;km  <a target='_BLANK' href='https://turistika.oma.sk/-3735255' title='všetky informácie o trase žltá turistika'>viac o trase</a>","poskytuje https://www.oma.sk (c) prispievatelia Openstreetmap, šírené pod licenciou ODbL ( https://www.openstreetmap.org/copyright ): http://wiki.freemap.sk/Licencia"
-7700604,,Cesta hrdinov SNP,734,red,#FF0000,,https://turistika.oma.sk/-7700604,"<h2><a target='_BLANK' href='https://turistika.oma.sk/-7700604'>Cesta hrdinov SNP</a></h2>dĺžka 734&nbsp;km <img src='https://data.oma.sk/img/turistika-major-red.png' alt='marker symbol turistika major red' width='30' height='30' />, <a class='url' href='https://cestasnp.sk/' target='_BLANK' rel='nofollow'>webstránka</a>, <a  href='https://sk.wikipedia.org/wiki/sk:Cesta hrdinov SNP' target='_BLANK' rel='nofollow'>wikipédia</a>, názvy: Dukliansky priesmyk, št. hr. - Hrad Devín, Weg der Helden, A szolvák nemzeti felkelés hőseinek útja <a target='_BLANK' href='https://turistika.oma.sk/-7700604' title='všetky informácie o trase Cesta hrdinov SNP'>viac o trase</a>","poskytuje https://www.oma.sk (c) prispievatelia Openstreetmap, šírené pod licenciou ODbL ( https://www.openstreetmap.org/copyright ): http://wiki.freemap.sk/Licencia"
-2958479,,Cesta svätej Alžbety,92,red,#FF0000,Szent Erzsébet Út Alapítvány,https://turistika.oma.sk/-2958479,"<h2><a target='_BLANK' href='https://turistika.oma.sk/-2958479'>Cesta svätej Alžbety</a></h2>dĺžka 92&nbsp;km spravuje Szent Erzsébet Út Alapítvány, <a class='url' href='https://www.szenterzsebetut.hu/' target='_BLANK' rel='nofollow'>webstránka</a>, názvy: Elisabethpfad, The Way of St. Elizabeth, Droga św. Elżbiety, Szent Erzsébet-út <a target='_BLANK' href='https://turistika.oma.sk/-2958479' title='všetky informácie o trase Cesta svätej Alžbety'>viac o trase</a>","poskytuje https://www.oma.sk (c) prispievatelia Openstreetmap, šírené pod licenciou ODbL ( https://www.openstreetmap.org/copyright ): http://wiki.freemap.sk/Licencia"
-1735985,,červená turistika,1.63,red,#FF0000,KST,https://turistika.oma.sk/-1735985,"<h2><a target='_BLANK' href='https://turistika.oma.sk/-1735985'>červená turistika</a></h2>dĺžka 1,63&nbsp;km <img src='https://data.oma.sk/img/turistika-ruin-red.png' alt='marker symbol turistika ruin red' width='30' height='30' />, spravuje KST,  <a target='_BLANK' href='https://turistika.oma.sk/-1735985' title='všetky informácie o trase červená turistika'>viac o trase</a>","poskytuje https://www.oma.sk (c) prispievatelia Openstreetmap, šírené pod licenciou ODbL ( https://www.openstreetmap.org/copyright ): http://wiki.freemap.sk/Licencia"
-357001,0915b,Herlianske sedlo - Slovenské Nové Mesto,78,red,#FF0000,KST,https://turistika.oma.sk/0915b,"<h2><a target='_BLANK' href='https://turistika.oma.sk/0915b'>Herlianske sedlo - Slovenské Nové Mesto</a></h2>dĺžka 78&nbsp;km <img src='https://data.oma.sk/img/turistika-major-red.png' alt='marker symbol turistika major red' width='30' height='30' />, spravuje KST, číslo trasy 0915b,  <a target='_BLANK' href='https://turistika.oma.sk/0915b' title='všetky informácie o trase Herlianske sedlo - Slovenské Nové Mesto'>viac o trase</a>","poskytuje https://www.oma.sk (c) prispievatelia Openstreetmap, šírené pod licenciou ODbL ( https://www.openstreetmap.org/copyright ): http://wiki.freemap.sk/Licencia"
-937834,8770,Kalša - Skároš,21,yellow,#FFFF00,KST,https://turistika.oma.sk/8770,"<h2><a target='_BLANK' href='https://turistika.oma.sk/8770'>Kalša - Skároš</a></h2>dĺžka 21&nbsp;km <img src='https://data.oma.sk/img/turistika-major-yellow.png' alt='marker symbol turistika major yellow' width='30' height='30' />, spravuje KST, číslo trasy 8770,  <a target='_BLANK' href='https://turistika.oma.sk/8770' title='všetky informácie o trase Kalša - Skároš'>viac o trase</a>","poskytuje https://www.oma.sk (c) prispievatelia Openstreetmap, šírené pod licenciou ODbL ( https://www.openstreetmap.org/copyright ): http://wiki.freemap.sk/Licencia"
-937131,5714b,Girbeš - Poproč,21,green,#00FF00,KST,https://turistika.oma.sk/5714b,"<h2><a target='_BLANK' href='https://turistika.oma.sk/5714b'>Girbeš - Poproč</a></h2>dĺžka 21&nbsp;km <img src='https://data.oma.sk/img/turistika-major-green.png' alt='marker symbol turistika major green' width='30' height='30' />, spravuje KST, číslo trasy 5714b,  <a target='_BLANK' href='https://turistika.oma.sk/5714b' title='všetky informácie o trase Girbeš - Poproč'>viac o trase</a>","poskytuje https://www.oma.sk (c) prispievatelia Openstreetmap, šírené pod licenciou ODbL ( https://www.openstreetmap.org/copyright ): http://wiki.freemap.sk/Licencia"
-3848246,,"Z, Északi Zöld",281,green,#00FF00,,https://turistika.oma.sk/-3848246,"<h2><a target='_BLANK' href='https://turistika.oma.sk/-3848246'>Z, Északi Zöld</a></h2>dĺžka 281&nbsp;km  <a target='_BLANK' href='https://turistika.oma.sk/-3848246' title='všetky informácie o trase Z, Északi Zöld'>viac o trase</a>","poskytuje https://www.oma.sk (c) prispievatelia Openstreetmap, šírené pod licenciou ODbL ( https://www.openstreetmap.org/copyright ): http://wiki.freemap.sk/Licencia"
-1400280,2816,"Kostoľany nad Hornádom - Kráľova studňa, rázcestie",7.4,blue,#0000FF,KST,https://turistika.oma.sk/2816,"<h2><a target='_BLANK' href='https://turistika.oma.sk/2816'>Kostoľany nad Hornádom - Kráľova studňa, rázcestie</a></h2>dĺžka 7,4&nbsp;km <img src='https://data.oma.sk/img/turistika-major-blue.png' alt='marker symbol turistika major blue' width='30' height='30' />, spravuje KST, číslo trasy 2816,  <a target='_BLANK' href='https://turistika.oma.sk/2816' title='všetky informácie o trase Kostoľany nad Hornádom - Kráľova studňa, rázcestie'>viac o trase</a>","poskytuje https://www.oma.sk (c) prispievatelia Openstreetmap, šírené pod licenciou ODbL ( https://www.openstreetmap.org/copyright ): http://wiki.freemap.sk/Licencia"
-13600108,,Iná turistika,0.205,ine,#ffc0cb,,https://turistika.oma.sk/-13600108,<h2><a target='_BLANK' href='https://turistika.oma.sk/-13600108'>Iná turistika</a></h2>dĺžka 205&nbsp;m  <a target='_BLANK' href='https://turistika.oma.sk/-13600108' title='všetky informácie o trase Iná turistika'>viac o trase</a>,"poskytuje https://www.oma.sk (c) prispievatelia Openstreetmap, šírené pod licenciou ODbL ( https://www.openstreetmap.org/copyright ): http://wiki.freemap.sk/Licencia"
-537379,2820,Malá Lodina - Sedlice,6.9,blue,#0000FF,KST,https://turistika.oma.sk/2820,"<h2><a target='_BLANK' href='https://turistika.oma.sk/2820'>Malá Lodina - Sedlice</a></h2>dĺžka 6,9&nbsp;km <img src='https://data.oma.sk/img/turistika-major-blue.png' alt='marker symbol turistika major blue' width='30' height='30' />, spravuje KST, číslo trasy 2820,  <a target='_BLANK' href='https://turistika.oma.sk/2820' title='všetky informácie o trase Malá Lodina - Sedlice'>viac o trase</a>","poskytuje https://www.oma.sk (c) prispievatelia Openstreetmap, šírené pod licenciou ODbL ( https://www.openstreetmap.org/copyright ): http://wiki.freemap.sk/Licencia"
-5291535,,Východniarska 100,129,ine,#ffc0cb,,https://turistika.oma.sk/-5291535,"<h2><a target='_BLANK' href='https://turistika.oma.sk/-5291535'>Východniarska 100</a></h2>dĺžka 129&nbsp;km <a class='url' href='http://v100.sk/' target='_BLANK' rel='nofollow'>webstránka</a>,  <a target='_BLANK' href='https://turistika.oma.sk/-5291535' title='všetky informácie o trase Východniarska 100'>viac o trase</a>","poskytuje https://www.oma.sk (c) prispievatelia Openstreetmap, šírené pod licenciou ODbL ( https://www.openstreetmap.org/copyright ): http://wiki.freemap.sk/Licencia"
-11768701,,Trebejovska-Lemešanska špacírka,1.16,ine,#ffc0cb,,https://turistika.oma.sk/-11768701,"<h2><a target='_BLANK' href='https://turistika.oma.sk/-11768701'>Trebejovska-Lemešanska špacírka</a></h2>dĺžka 1,16&nbsp;km  <a target='_BLANK' href='https://turistika.oma.sk/-11768701' title='všetky informácie o trase Trebejovska-Lemešanska špacírka'>viac o trase</a>","poskytuje https://www.oma.sk (c) prispievatelia Openstreetmap, šírené pod licenciou ODbL ( https://www.openstreetmap.org/copyright ): http://wiki.freemap.sk/Licencia"
-4753423,,Z▲ (Szurok-hegy),0.124,ine,#ffc0cb,,https://turistika.oma.sk/-4753423,<h2><a target='_BLANK' href='https://turistika.oma.sk/-4753423'>Z▲ (Szurok-hegy)</a></h2>dĺžka 124&nbsp;m  <a target='_BLANK' href='https://turistika.oma.sk/-4753423' title='všetky informácie o trase Z▲ (Szurok-hegy)'>viac o trase</a>,"poskytuje https://www.oma.sk (c) prispievatelia Openstreetmap, šírené pod licenciou ODbL ( https://www.openstreetmap.org/copyright ): http://wiki.freemap.sk/Licencia"
-6439780,,Včelársky náučný chodník v botanickej záhrade UPJŠ v Košiciach,0.319,ine,#ffc0cb,,https://turistika.oma.sk/-6439780,<h2><a target='_BLANK' href='https://turistika.oma.sk/-6439780'>Včelársky náučný chodník v botanickej záhrade UPJŠ v Košiciach</a></h2>dĺžka 319&nbsp;m  <a target='_BLANK' href='https://turistika.oma.sk/-6439780' title='všetky informácie o trase Včelársky náučný chodník v botanickej záhrade UPJŠ v Košiciach'>viac o trase</a>,"poskytuje https://www.oma.sk (c) prispievatelia Openstreetmap, šírené pod licenciou ODbL ( https://www.openstreetmap.org/copyright ): http://wiki.freemap.sk/Licencia"
-552220,0901i,"Predné holisko, ch. Lajoška - Košice, Čermeľ",14.5,red,#FF0000,KST,https://turistika.oma.sk/0901i,"<h2><a target='_BLANK' href='https://turistika.oma.sk/0901i'>Predné holisko, ch. Lajoška - Košice, Čermeľ</a></h2>dĺžka 14,5&nbsp;km <img src='https://data.oma.sk/img/turistika-major-red.png' alt='marker symbol turistika major red' width='30' height='30' />, spravuje KST, číslo trasy 0901i,  <a target='_BLANK' href='https://turistika.oma.sk/0901i' title='všetky informácie o trase Predné holisko, ch. Lajoška - Košice, Čermeľ'>viac o trase</a>","poskytuje https://www.oma.sk (c) prispievatelia Openstreetmap, šírené pod licenciou ODbL ( https://www.openstreetmap.org/copyright ): http://wiki.freemap.sk/Licencia"
-9388766,,"K, OKT (Makkoshotyka – Hollóháza)",56,ine,#ffc0cb,Borsod-Abaúj-Zemplén Megyei Természetjáró Szövetség,https://turistika.oma.sk/-9388766,"<h2><a target='_BLANK' href='https://turistika.oma.sk/-9388766'>K, OKT (Makkoshotyka – Hollóháza)</a></h2>dĺžka 56&nbsp;km spravuje Borsod-Abaúj-Zemplén Megyei Természetjáró Szövetség,  <a target='_BLANK' href='https://turistika.oma.sk/-9388766' title='všetky informácie o trase K, OKT (Makkoshotyka – Hollóháza)'>viac o trase</a>","poskytuje https://www.oma.sk (c) prispievatelia Openstreetmap, šírené pod licenciou ODbL ( https://www.openstreetmap.org/copyright ): http://wiki.freemap.sk/Licencia"
-11078363,,Svätojakubská cesta: Úsek Košice – Levoča,99,ine,#ffc0cb,Priatelia Svätojakubskej cesty na Slovensku – Camino de Santiago,https://turistika.oma.sk/-11078363,"<h2><a target='_BLANK' href='https://turistika.oma.sk/-11078363'>Svätojakubská cesta: Úsek Košice – Levoča</a></h2>dĺžka 99&nbsp;km spravuje Priatelia Svätojakubskej cesty na Slovensku – Camino de Santiago, <a class='url' href='https://www.caminodesantiago.sk/' target='_BLANK' rel='nofollow'>webstránka</a>, názvy: Svätojakubská cesta na Slovensku: Úsek Košice – Levoča, Jakobsweg in der Slowakei: Sektion Košice – Levoča, Camino de Santiago en Eslovaquia: Sección Košice – Levoča, Szent Jakab-út Szlovákiában: Szakasz Kassa – Lőcse, Way of St. James in Slovakia: Section Košice – Levoča <a target='_BLANK' href='https://turistika.oma.sk/-11078363' title='všetky informácie o trase Svätojakubská cesta: Úsek Košice – Levoča'>viac o trase</a>","poskytuje https://www.oma.sk (c) prispievatelia Openstreetmap, šírené pod licenciou ODbL ( https://www.openstreetmap.org/copyright ): http://wiki.freemap.sk/Licencia"
