ownership_type_id,organization_size_id,sk_nace_category_id,legal_form_id,municipality_id,district_id,region_id,id,cin,tin,corporate_body_name,city,street,postal_code,last_updated_on,established_on,consolidated,data_source,created_at,updated_at,deleted,terminated_on,sid,region_name,region_en,district_name,district_en,municipality,mun_en,legal_form,lf_en,sk_nace_category,nace_en,organization_size,os_en,ownership_type,ow_en,min_emp,max_emp,sector,nace_g_name,nace_g_code,nace_cl_code,nace_cl_name,nace_root_code,nace_root_name,tvc_network,zemp_geopark,se,nw,eu_tour,unwto_oecd_tour
2,3,93110,112,521558,806,8,1759323,51552060,2120732592,Speranza Fit. s.r.o.,Kokšov-Bakša,Kokšov-Bakša 260,4413,07/12/2020,04/04/2018,FALSE,SUSR,10/05/2018 02:38,08/12/2020 02:32,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice - okolie,Košice - okolie,Kokšov-Bakša,Kokšov-Bakša,Spol. s r. o.,Limited liability comp.,Prevádzka šport.zar.,Operat.of sports facilit,2 zamestnanci,2 employees,Súkromné tuzemské,Private inland,2,2,SK HOBO CORE,Sports activities,R93.1,R93,Sports activities and amusement and recreation activities,R,"Arts, entertainment and recreation",FALSE,FALSE,True,NULL,NULL,sport & recreation industries
2,2,56300,101,521981,806,8,1726047,51147955,NULL,Vladimír Hric - DAFI,Skároš,Skároš 279,4411,03/07/2018,01/10/2017,FALSE,SUSR,04/11/2017 19:06,04/07/2018 02:21,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice - okolie,Košice - okolie,Skároš,Skároš,Živnostník,Entrepreneur,Služby pohostinstiev,Beverage serving activ.,1 zamestnanec,1 employees,Súkromné tuzemské,Private inland,1,1,SK HOBO CORE,Beverage serving activities,I56.3,I56,Food and beverage service activities,I,Accommodation and food service activities,FALSE,FALSE,True,NULL,partialy tourism industry,catering & food service industries
2,3,56109,112,521981,806,8,1110519,46060685,2023220298,BEMAT SLOVAKIA s.r.o.,Skároš,Skároš 264,4411,30/10/2020,15/03/2011,FALSE,SUSR,17/05/2016 23:18,31/10/2020 04:54,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice - okolie,Košice - okolie,Skároš,Skároš,Spol. s r. o.,Limited liability comp.,Ost.účelové stravovanie,Other purpose consume,2 zamestnanci,2 employees,Súkromné tuzemské,Private inland,2,2,SK HOBO CORE,Restaurants and mobile food service activities,I56.1,I56,Food and beverage service activities,I,Accommodation and food service activities,FALSE,FALSE,True,NULL,partialy tourism industry,catering & food service industries
2,3,90040,112,521981,806,8,1797319,51908182,2120829568,UNIVERSAL GYM SRO s. r. o.,Skároš,Skaroš 185,4411,07/12/2020,31/08/2018,FALSE,SUSR,05/10/2018 02:06,08/12/2020 02:34,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice - okolie,Košice - okolie,Skároš,Skároš,Spol. s r. o.,Limited liability comp.,Prevádzka kultúr.zariad.,Artistic creation,2 zamestnanci,2 employees,Súkromné tuzemské,Private inland,2,2,SK HOBO CORE,"Creative, arts and entertainment activities",R90.0,R90,"Creative, arts and entertainment activities",R,"Arts, entertainment and recreation",FALSE,FALSE,True,NULL,NULL,culture industries
2,2,49390,112,522139,806,8,1110418,46079238,2023249206,JK Tour spol. s r.o.,Valaliky,Na Ortášoch 22,4413,07/04/2020,29/03/2011,FALSE,SUSR,17/05/2016 23:18,12/05/2020 20:05,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice - okolie,Košice - okolie,Valaliky,Valaliky,Spol. s r. o.,Limited liability comp.,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,1 zamestnanec,1 employees,Súkromné tuzemské,Private inland,1,1,SK HOBO CORE,Other passenger land transport,H49.3,H49,Land transport and transport via pipelines,H,Transporting and storage,FALSE,FALSE,True,NULL,partialy tourism industry,individual transportation industries
2,1,49390,101,522139,806,8,54147,32565691,1026163248,Ľubomír Zubko,Valaliky,Tichá 73/3,4413,31/07/2017,07/11/1996,FALSE,SUSR,17/05/2016 21:52,01/08/2017 02:38,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice - okolie,Košice - okolie,Valaliky,Valaliky,Živnostník,Entrepreneur,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,0 zamestnancov,0 employees,Súkromné tuzemské,Private inland,1,1,SK HOBO CORE,Other passenger land transport,H49.3,H49,Land transport and transport via pipelines,H,Transporting and storage,FALSE,FALSE,True,NULL,partialy tourism industry,individual transportation industries
2,0,56300,112,522139,806,8,1058088,45330964,2022952668,V & Vilikus s.r.o.,Valaliky,Hlavná 135,4413,05/02/2019,13/01/2010,FALSE,SUSR,17/05/2016 23:13,06/02/2019 02:40,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice - okolie,Košice - okolie,Valaliky,Valaliky,Spol. s r. o.,Limited liability comp.,Služby pohostinstiev,Beverage serving activ.,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,SK HOBO CORE,Beverage serving activities,I56.3,I56,Food and beverage service activities,I,Accommodation and food service activities,FALSE,FALSE,True,NULL,partialy tourism industry,catering & food service industries
2,0,90040,101,522139,806,8,1875107,52723364,NULL,Mgr. art. Pavol Jakab,Valaliky,Kokšovská 212/4,4413,05/11/2019,16/10/2019,FALSE,SUSR,06/11/2019 02:08,06/11/2019 02:08,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice - okolie,Košice - okolie,Valaliky,Valaliky,Živnostník,Entrepreneur,Prevádzka kultúr.zariad.,Artistic creation,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,SK HOBO CORE,"Creative, arts and entertainment activities",R90.0,R90,"Creative, arts and entertainment activities",R,"Arts, entertainment and recreation",FALSE,FALSE,True,NULL,NULL,culture industries
2,2,56101,112,522139,806,8,154496,31698140,2020930109,"G a W, s.r.o.",Valaliky,Kokšovská 129/33,4413,30/10/2020,19/10/1994,FALSE,SUSR,17/05/2016 22:02,31/10/2020 02:32,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice - okolie,Košice - okolie,Valaliky,Valaliky,Spol. s r. o.,Limited liability comp.,Jedálne,Eating houses,1 zamestnanec,1 employees,Súkromné tuzemské,Private inland,1,1,SK HOBO CORE,Restaurants and mobile food service activities,I56.1,I56,Food and beverage service activities,I,Accommodation and food service activities,FALSE,FALSE,True,NULL,partialy tourism industry,catering & food service industries
2,1,56101,101,522139,806,8,1556472,47883081,1087140912,Dana Tkáčová,Valaliky,Radová 101/4,4413,31/07/2017,20/08/2014,FALSE,SUSR,17/05/2016 23:41,01/08/2017 18:04,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice - okolie,Košice - okolie,Valaliky,Valaliky,Živnostník,Entrepreneur,Jedálne,Eating houses,0 zamestnancov,0 employees,Súkromné tuzemské,Private inland,1,1,SK HOBO CORE,Restaurants and mobile food service activities,I56.1,I56,Food and beverage service activities,I,Accommodation and food service activities,FALSE,FALSE,True,NULL,partialy tourism industry,catering & food service industries
2,11,56101,112,522139,806,8,606746,36660078,2022222763,NAŠA s.r.o.,Valaliky,Okružná 201/31,4413,07/12/2020,02/08/2006,FALSE,SUSR,17/05/2016 22:47,08/12/2020 02:11,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice - okolie,Košice - okolie,Valaliky,Valaliky,Spol. s r. o.,Limited liability comp.,Jedálne,Eating houses,25-49 zamestnancov,25-49 employees,Súkromné tuzemské,Private inland,25,49,SK HOBO CORE,Restaurants and mobile food service activities,I56.1,I56,Food and beverage service activities,I,Accommodation and food service activities,FALSE,FALSE,True,NULL,partialy tourism industry,catering & food service industries
2,0,93190,105,522139,806,8,935740,46208593,1083384687,Giedrius Alksnevičius - GLT SAILING,Valaliky,Abovská 214/30A,4413,03/12/2019,07/08/2018,FALSE,SUSR,17/05/2016 23:10,04/12/2019 02:04,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice - okolie,Košice - okolie,Valaliky,Valaliky,FO-slob.povolanie,Freelance occupation,Ost.športové čin.,Other sports activities,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,SK HOBO CORE,Sports activities,R93.1,R93,Sports activities and amusement and recreation activities,R,"Arts, entertainment and recreation",FALSE,FALSE,True,NULL,NULL,sport & recreation industries
2,0,93190,105,522139,806,8,1571534,47991925,NULL,Ing. Jozef Kacvinský,Valaliky,Záhradná 454/9,4413,11/05/2020,12/11/2017,FALSE,SUSR,17/05/2016 23:43,12/05/2020 20:36,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice - okolie,Košice - okolie,Valaliky,Valaliky,FO-slob.povolanie,Freelance occupation,Ost.športové čin.,Other sports activities,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,SK HOBO CORE,Sports activities,R93.1,R93,Sports activities and amusement and recreation activities,R,"Arts, entertainment and recreation",FALSE,FALSE,True,NULL,NULL,sport & recreation industries
2,0,93110,101,522139,806,8,736910,44326238,1080179562,Silvia Timková - S&R,Valaliky,Na Homôlke 229/10,4413,14/03/2019,10/06/2017,FALSE,SUSR,17/05/2016 23:00,14/03/2019 02:00,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice - okolie,Košice - okolie,Valaliky,Valaliky,Živnostník,Entrepreneur,Prevádzka šport.zar.,Operat.of sports facilit,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,SK HOBO CORE,Sports activities,R93.1,R93,Sports activities and amusement and recreation activities,R,"Arts, entertainment and recreation",FALSE,FALSE,True,NULL,NULL,sport & recreation industries
2,0,93190,105,522139,806,8,1844411,50951050,NULL,Mária Tóthová,Valaliky,Zvoničná 188/38,4413,05/08/2019,06/06/2017,FALSE,SUSR,06/08/2019 02:27,06/08/2019 02:27,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice - okolie,Košice - okolie,Valaliky,Valaliky,FO-slob.povolanie,Freelance occupation,Ost.športové čin.,Other sports activities,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,SK HOBO CORE,Sports activities,R93.1,R93,Sports activities and amusement and recreation activities,R,"Arts, entertainment and recreation",FALSE,FALSE,True,NULL,NULL,sport & recreation industries
2,2,56300,112,521809,806,8,1024551,45915873,2023153022,H&R company s.r.o.,Nový Salaš,Nový Salaš 89,4417,09/05/2018,23/11/2010,FALSE,SUSR,17/05/2016 23:12,10/05/2018 02:18,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice - okolie,Košice - okolie,Nový Salaš,Nový Salaš,Spol. s r. o.,Limited liability comp.,Služby pohostinstiev,Beverage serving activ.,1 zamestnanec,1 employees,Súkromné tuzemské,Private inland,1,1,SK HOBO CORE,Beverage serving activities,I56.3,I56,Food and beverage service activities,I,Accommodation and food service activities,FALSE,FALSE,True,NULL,partialy tourism industry,catering & food service industries
2,1,56101,101,528501,811,8,1566115,47951036,1087170194,Dominika Balogová - Potraviny u Dominiky,Lastovce,Na Záhumní 44/18,7614,04/11/2020,21/10/2014,FALSE,SUSR,17/05/2016 23:42,05/11/2020 02:12,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Lastovce,Lastovce,Živnostník,Entrepreneur,Jedálne,Eating houses,0 zamestnancov,0 employees,Súkromné tuzemské,Private inland,1,1,SK HOBO CORE,Restaurants and mobile food service activities,I56.1,I56,Food and beverage service activities,I,Accommodation and food service activities,FALSE,FALSE,True,NULL,partialy tourism industry,catering & food service industries
2,0,56109,101,528501,811,8,1790647,51885034,NULL,Juliána Čikošová - ČIKO,Lastovce,Na Záhumní 35/23,7614,05/08/2019,14/06/2019,FALSE,SUSR,05/09/2018 02:08,06/08/2019 02:25,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Lastovce,Lastovce,Živnostník,Entrepreneur,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,SK HOBO CORE,Restaurants and mobile food service activities,I56.1,I56,Food and beverage service activities,I,Accommodation and food service activities,FALSE,FALSE,True,NULL,partialy tourism industry,catering & food service industries
2,2,56109,101,522155,806,8,304148,17258545,1030694511,Igor Káčer,Veľká Lodina,Veľká Lodina 25,4481,31/07/2017,10/09/1991,FALSE,SUSR,17/05/2016 22:18,01/08/2017 07:55,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice - okolie,Košice - okolie,Veľká Lodina,Veľká Lodina,Živnostník,Entrepreneur,Ost.účelové stravovanie,Other purpose consume,1 zamestnanec,1 employees,Súkromné tuzemské,Private inland,1,1,SK HOBO CORE,Restaurants and mobile food service activities,I56.1,I56,Food and beverage service activities,I,Accommodation and food service activities,FALSE,FALSE,NULL,True,partialy tourism industry,catering & food service industries
2,0,90020,112,522155,806,8,1660661,50506421,2120356887,Tridix s.r.o.,Veľká Lodina,Veľká Lodina 46,4481,31/07/2017,01/10/2016,FALSE,SUSR,10/11/2016 02:15,01/08/2017 19:23,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice - okolie,Košice - okolie,Veľká Lodina,Veľká Lodina,Spol. s r. o.,Limited liability comp.,Podpor.scénické čin.,Supp.act.to perform.arts,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,SK HOBO CORE,"Creative, arts and entertainment activities",R90.0,R90,"Creative, arts and entertainment activities",R,"Arts, entertainment and recreation",FALSE,FALSE,NULL,True,NULL,culture industries
2,1,49390,101,522201,806,8,1101487,46382054,1084293364,Michal Borovský,Vyšný Čaj,Vyšný Čaj 70,4416,05/02/2019,01/07/2016,FALSE,SUSR,17/05/2016 23:17,06/02/2019 02:41,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice - okolie,Košice - okolie,Vyšný Čaj,Vyšný Čaj,Živnostník,Entrepreneur,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,0 zamestnancov,0 employees,Súkromné tuzemské,Private inland,1,1,SK HOBO CORE,Other passenger land transport,H49.3,H49,Land transport and transport via pipelines,H,Transporting and storage,FALSE,FALSE,True,NULL,partialy tourism industry,individual transportation industries
2,0,56101,112,522201,806,8,1512272,47529849,2023953932,Versus Slovakia s.r.o.,Vyšný Čaj,Vyšný Čaj 86,4416,31/07/2017,30/11/2013,FALSE,SUSR,17/05/2016 23:37,01/08/2017 17:30,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice - okolie,Košice - okolie,Vyšný Čaj,Vyšný Čaj,Spol. s r. o.,Limited liability comp.,Jedálne,Eating houses,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,SK HOBO CORE,Restaurants and mobile food service activities,I56.1,I56,Food and beverage service activities,I,Accommodation and food service activities,FALSE,FALSE,True,NULL,partialy tourism industry,catering & food service industries
2,0,56101,101,528528,811,8,1575687,48038733,1087203040,Bc. Maroš Kubica,Luhyňa,Gaštanová 162/4,7614,04/09/2019,01/05/2015,FALSE,SUSR,17/05/2016 23:43,05/09/2019 02:04,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Luhyňa,Luhyňa,Živnostník,Entrepreneur,Jedálne,Eating houses,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,SK HOBO CORE,Restaurants and mobile food service activities,I56.1,I56,Food and beverage service activities,I,Accommodation and food service activities,FALSE,TRUE,True,NULL,partialy tourism industry,catering & food service industries
2,4,56109,112,528528,811,8,358994,36824046,2022441432,NELAREST s.r.o.,Luhyňa,Hlavná 158/121,7614,30/10/2020,28/08/2007,FALSE,SUSR,17/05/2016 22:23,31/10/2020 03:06,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Luhyňa,Luhyňa,Spol. s r. o.,Limited liability comp.,Ost.účelové stravovanie,Other purpose consume,3-4 zamestnanci,3-4 employees,Súkromné tuzemské,Private inland,3,4,SK HOBO CORE,Restaurants and mobile food service activities,I56.1,I56,Food and beverage service activities,I,Accommodation and food service activities,FALSE,TRUE,True,NULL,partialy tourism industry,catering & food service industries
2,0,56109,101,528528,811,8,1715099,51072513,1043693640,Ing. Miloš Kubica,Luhyňa,Gaštanová 162/4,7614,04/11/2020,16/08/2017,FALSE,SUSR,07/09/2017 02:47,05/11/2020 02:15,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Luhyňa,Luhyňa,Živnostník,Entrepreneur,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,SK HOBO CORE,Restaurants and mobile food service activities,I56.1,I56,Food and beverage service activities,I,Accommodation and food service activities,FALSE,TRUE,True,NULL,partialy tourism industry,catering & food service industries
2,3,49390,112,522261,806,8,498305,36714933,2022313722,Autobusová doprava Balla s.r.o.,Ždaňa,Ždaňa 74,4411,31/07/2017,01/01/2007,FALSE,SUSR,17/05/2016 22:37,01/08/2017 10:24,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice - okolie,Košice - okolie,Ždaňa,Ždaňa,Spol. s r. o.,Limited liability comp.,Ost.osobná pozemná dopr.,Oth.pass.land transp.nec,2 zamestnanci,2 employees,Súkromné tuzemské,Private inland,2,2,SK HOBO CORE,Other passenger land transport,H49.3,H49,Land transport and transport via pipelines,H,Transporting and storage,FALSE,FALSE,True,NULL,partialy tourism industry,individual transportation industries
2,0,56109,101,522261,806,8,477696,37018736,1020034235,Daniel Mikloš - DAMI,Ždaňa,Kostolná 21/5,4411,31/07/2017,11/12/2000,FALSE,SUSR,17/05/2016 22:35,01/08/2017 10:08,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice - okolie,Košice - okolie,Ždaňa,Ždaňa,Živnostník,Entrepreneur,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,SK HOBO CORE,Restaurants and mobile food service activities,I56.1,I56,Food and beverage service activities,I,Accommodation and food service activities,FALSE,FALSE,True,NULL,partialy tourism industry,catering & food service industries
2,1,56109,101,522261,806,8,537476,37641565,1020034433,Patrik Vereb,Ždaňa,Jarmočná 379/2A,4411,08/01/2021,04/04/2002,FALSE,SUSR,17/05/2016 22:41,09/01/2021 03:40,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice - okolie,Košice - okolie,Ždaňa,Ždaňa,Živnostník,Entrepreneur,Ost.účelové stravovanie,Other purpose consume,0 zamestnancov,0 employees,Súkromné tuzemské,Private inland,1,1,SK HOBO CORE,Restaurants and mobile food service activities,I56.1,I56,Food and beverage service activities,I,Accommodation and food service activities,FALSE,FALSE,True,NULL,partialy tourism industry,catering & food service industries
2,0,56101,101,522261,806,8,1919513,53171811,NULL,Martin Takáč,Ždaňa,Široká 315/4,4411,10/08/2020,07/07/2020,FALSE,SUSR,11/08/2020 02:30,11/08/2020 02:30,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice - okolie,Košice - okolie,Ždaňa,Ždaňa,Živnostník,Entrepreneur,Jedálne,Eating houses,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,SK HOBO CORE,Restaurants and mobile food service activities,I56.1,I56,Food and beverage service activities,I,Accommodation and food service activities,FALSE,FALSE,True,NULL,partialy tourism industry,catering & food service industries
2,0,56300,112,522261,806,8,1492768,47174625,2023790780,FEKETE s.r.o.,Ždaňa,Okružná 326/4,4411,31/07/2017,08/06/2013,FALSE,SUSR,17/05/2016 23:35,01/08/2017 17:16,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice - okolie,Košice - okolie,Ždaňa,Ždaňa,Spol. s r. o.,Limited liability comp.,Služby pohostinstiev,Beverage serving activ.,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,SK HOBO CORE,Beverage serving activities,I56.3,I56,Food and beverage service activities,I,Accommodation and food service activities,FALSE,FALSE,True,NULL,partialy tourism industry,catering & food service industries
2,0,56109,101,522261,806,8,1858209,52430057,NULL,Rastislav Čemerička - JAGER,Ždaňa,Abovská 127/27,4411,05/08/2019,06/06/2019,FALSE,SUSR,06/08/2019 02:40,06/08/2019 02:40,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice - okolie,Košice - okolie,Ždaňa,Ždaňa,Živnostník,Entrepreneur,Ost.účelové stravovanie,Other purpose consume,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,SK HOBO CORE,Restaurants and mobile food service activities,I56.1,I56,Food and beverage service activities,I,Accommodation and food service activities,FALSE,FALSE,True,NULL,partialy tourism industry,catering & food service industries
2,0,56300,101,522261,806,8,1204522,46463356,1024608442,Božidara Matisová Theatre Matis,Ždaňa,Agátová 277/4,4411,31/07/2017,06/01/2012,FALSE,SUSR,17/05/2016 23:26,01/08/2017 16:17,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice - okolie,Košice - okolie,Ždaňa,Ždaňa,Živnostník,Entrepreneur,Služby pohostinstiev,Beverage serving activ.,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,SK HOBO CORE,Beverage serving activities,I56.3,I56,Food and beverage service activities,I,Accommodation and food service activities,FALSE,FALSE,True,NULL,partialy tourism industry,catering & food service industries
2,0,56101,112,522261,806,8,1915090,53085515,NULL,Lauri s. r. o.,Ždaňa,Potočná 150/22,4411,03/07/2020,30/05/2020,FALSE,SUSR,04/07/2020 06:35,04/07/2020 06:35,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice - okolie,Košice - okolie,Ždaňa,Ždaňa,Spol. s r. o.,Limited liability comp.,Jedálne,Eating houses,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,SK HOBO CORE,Restaurants and mobile food service activities,I56.1,I56,Food and beverage service activities,I,Accommodation and food service activities,FALSE,FALSE,True,NULL,partialy tourism industry,catering & food service industries
2,0,77210,112,522261,806,8,1507288,47128291,2023761509,BALENT s. r. o.,Ždaňa,Široká 327/8,4411,31/07/2017,01/05/2013,FALSE,SUSR,17/05/2016 23:36,01/08/2017 17:28,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice - okolie,Košice - okolie,Ždaňa,Ždaňa,Spol. s r. o.,Limited liability comp.,Prenájom šport.potrieb,Renting of recreat.goods,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,SK HOBO CORE,Renting and leasing of personal and household goods,N77.2,N77,Rental and leasing activities,N,Administrative and support service activities,FALSE,FALSE,True,NULL,partialy tourism industry,transport equipment rental industries
2,0,93190,105,522261,806,8,1844003,51878071,1048481148,JUDr. Rastislav Gergeľ,Ždaňa,Potočná 355/40,4411,05/08/2019,17/09/2018,FALSE,SUSR,30/06/2019 02:01,06/08/2019 02:27,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice - okolie,Košice - okolie,Ždaňa,Ždaňa,FO-slob.povolanie,Freelance occupation,Ost.športové čin.,Other sports activities,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,SK HOBO CORE,Sports activities,R93.1,R93,Sports activities and amusement and recreation activities,R,"Arts, entertainment and recreation",FALSE,FALSE,True,NULL,NULL,sport & recreation industries
2,0,49320,105,543845,811,8,1856036,52360733,NULL,Michaela KISTYOVÁ,Veľaty,Ružová ulica 104/16,7615,05/08/2019,15/04/2019,FALSE,SUSR,06/08/2019 02:38,06/08/2019 02:38,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Veľaty,Veľaty,FO-slob.povolanie,Freelance occupation,Taxislužba,Taxi operation,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,SK HOBO CORE,Other passenger land transport,H49.3,H49,Land transport and transport via pipelines,H,Transporting and storage,FALSE,TRUE,True,NULL,partialy tourism industry,individual transportation industries
2,5,55100,112,543845,811,8,1227867,46685707,2023543071,AQUA MARIA s.r.o.,Veľaty,Obchodná ulica 339/4,7615,07/12/2020,02/06/2012,FALSE,SUSR,17/05/2016 23:29,08/12/2020 02:22,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Veľaty,Veľaty,Spol. s r. o.,Limited liability comp.,Hotelové ubytovanie,Hotels and simil.accomod,5-9 zamestnancov,5-9 employees,Súkromné tuzemské,Private inland,5,9,SK HOBO CORE,Hotels and similar accommodation,I55.1,I55,Accommodation,I,Accommodation and food service activities,FALSE,TRUE,True,NULL,primary tourism industry,tourism accommodation services
2,0,56101,112,543845,811,8,1547145,47803461,2024101706,ESPRESSO VAMA s. r. o.,Veľaty,Okružná 314,7615,05/02/2019,31/05/2014,FALSE,SUSR,17/05/2016 23:40,06/02/2019 02:50,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Veľaty,Veľaty,Spol. s r. o.,Limited liability comp.,Jedálne,Eating houses,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,SK HOBO CORE,Restaurants and mobile food service activities,I56.1,I56,Food and beverage service activities,I,Accommodation and food service activities,FALSE,TRUE,True,NULL,partialy tourism industry,catering & food service industries
2,4,56101,112,543845,811,8,1872329,52622444,2121098441,CHURACH s.r.o.,Veľaty,Ružová 101/10,7615,30/10/2020,26/09/2019,FALSE,SUSR,06/11/2019 02:06,31/10/2020 06:48,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Veľaty,Veľaty,Spol. s r. o.,Limited liability comp.,Jedálne,Eating houses,3-4 zamestnanci,3-4 employees,Súkromné tuzemské,Private inland,3,4,SK HOBO CORE,Restaurants and mobile food service activities,I56.1,I56,Food and beverage service activities,I,Accommodation and food service activities,FALSE,TRUE,True,NULL,partialy tourism industry,catering & food service industries
2,6,56101,107,543845,811,8,226158,37541137,1024168090,Slavomír Rusňák,Veľaty,Obchodná ulica 339/4,7615,07/12/2020,16/04/1991,FALSE,SUSR,17/05/2016 22:10,08/12/2020 02:05,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Veľaty,Veľaty,Živ. a SHR roľník,"Entrepreneur,priv.farm.",Jedálne,Eating houses,10-19 zamestnancov,10-19 employees,Súkromné tuzemské,Private inland,10,19,SK HOBO CORE,Restaurants and mobile food service activities,I56.1,I56,Food and beverage service activities,I,Accommodation and food service activities,FALSE,TRUE,True,NULL,partialy tourism industry,catering & food service industries
6,0,93190,701,521957,806,8,1937860,53317505,NULL,CYCLING FOR ALL o.z.,Ruskov,Ruskov 553,4419,04/11/2020,15/10/2020,FALSE,SUSR,05/11/2020 02:20,05/11/2020 02:20,FALSE,NULL,NULL,Košický kraj,Region of Košice,Košice - okolie,Košice - okolie,Ruskov,Ruskov,"Združenie (zväz,spolok)",Association,Ost.športové čin.,Other sports activities,nezistený,unknown,"Združ.,p.strany,cirkvi",Ownership of associat.,0,0,SK HOBO CORE,Sports activities,R93.1,R93,Sports activities and amusement and recreation activities,R,"Arts, entertainment and recreation",FALSE,FALSE,True,NULL,NULL,sport & recreation industries
2,0,93290,101,528421,811,8,200008,34876146,1020022762,Mária Chomišáková,Kazimír,Kazimír 54,7613,05/02/2019,21/01/1998,FALSE,SUSR,17/05/2016 22:07,06/02/2019 02:09,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Kazimír,Kazimír,Živnostník,Entrepreneur,"Ost.zábav,voľnočas.čin.",Oth.amusement act.,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,SK HOBO CORE,Amusement and recreation activities,R93.2,R93,Sports activities and amusement and recreation activities,R,"Arts, entertainment and recreation",FALSE,TRUE,True,NULL,NULL,sport & recreation industries
2,0,49320,105,528129,811,8,1564846,47927089,1073405069,Ladislav Miško,Bara,Veľká Bara 13,7632,11/05/2020,30/09/2014,FALSE,SUSR,17/05/2016 23:42,12/05/2020 20:52,FALSE,NULL,NULL,Košický kraj,Region of Košice,Trebišov,Trebišov,Bara,Bara,FO-slob.povolanie,Freelance occupation,Taxislužba,Taxi operation,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,SK HOBO CORE,Other passenger land transport,H49.3,H49,Land transport and transport via pipelines,H,Transporting and storage,TRUE,TRUE,True,NULL,partialy tourism industry,individual transportation industries
